#EventID|Time|Latitude|Longitude|Depth/Km|Author|Catalog|Contributor|ContributorID|MagType|Magnitude|MagAuthor|EventLocationName
18726131|2018-04-11T04:41:52.100000|43.134|10.8168|6.2|BULLETIN-INGV||||Mw|3.6|--|4 km W Monterotondo Marittimo (GR)
18726251|2018-04-11T04:48:12.880000|37.7313|15.9405|42.4|BULLETIN-INGV||||ML|3.7|--|Costa Calabra sud-orientale (Reggio di Calabria)
18755611|2018-04-12T02:23:59.780000|47.1448|9.9977|10.3|SURVEY-INGV||||ML|3.0|--|Confine Austria-Svizzera (AUSTRIA, SVIZZERA)
18768031|2018-04-12T13:24:03.640000|43.0638|13.0388|8.2|BULLETIN-INGV||||Mw|3.4|--|2 km S Muccia (MC)
18777191|2018-04-12T21:59:19.030000|43.0533|13.0388|8.2|BULLETIN-INGV||||ML|3.3|--|1 km NW Pieve Torina (MC)
18879251|2018-04-18T03:18:16.507000|34.3195|26.5869|19.5|SURVEY-INGV-A||||mb|4.1|--|Crete, Greece [Sea: Greece]
18894251|2018-04-18T19:58:37.780000|39.4833|15.6777|274.8|SURVEY-INGV||||ML|3.3|--|Costa Calabra nord-occidentale (Cosenza)
18910661|2018-04-19T20:17:51.290000|43.0862|13.0305|8.3|SURVEY-INGV||||ML|3.1|--|1 km W Muccia (MC)
18921931|2018-04-20T12:38:00.860000|43.086|13.0298|9.9|SURVEY-INGV||||ML|3.0|--|1 km W Muccia (MC)
18969331|2018-04-23T05:07:12.080000|43.7858|12.0238|9.5|SURVEY-INGV||||ML|3.0|--|2 km SE Verghereto (FC)
18972731|2018-04-23T09:28:47.290000|38.8237|13.7885|22.2|BULLETIN-INGV||||ML|3.3|--|Tirreno Meridionale (MARE)
18998161|2018-04-25T01:08:16.480000|43.0612|13.0378|8.1|BULLETIN-INGV||||Mw|3.4|--|2 km NW Pieve Torina (MC)
19004961|2018-04-25T09:48:41.280000|41.8785|14.8598|28.7|BULLETIN-INGV||||Mw|4.3|--|3 km SE Montecilfone (CB)
19010681|2018-04-25T14:53:15.820000|38.2523|15.2278|10.8|BULLETIN-INGV||||ML|3.4|--|Costa Siciliana nord-orientale (Messina)
19046111|2018-04-27T20:00:52.540000|45.5668|14.8575|5.0|SURVEY-INGV||||ML|3.0|--|Confine Slovenia-Croazia (SLOVENIA, CROAZIA)
19079141|2018-04-29T16:43:39.640000|43.071|13.051|9.6|SURVEY-INGV||||ML|3.0|--|1 km SE Muccia (MC)
19103491|2018-05-01T05:16:58.200000|43.228|10.9312|7.4|BULLETIN-INGV||||ML|3.6|--|3 km NE Castelnuovo di Val di Cecina (PI)
19133551|2018-05-02T19:21:10.140000|43.032|13.0348|8.5|SURVEY-INGV||||ML|3.2|--|2 km SW Pieve Torina (MC)
19137561|2018-05-02T21:20:07.660000|43.0318|13.0337|7.8|SURVEY-INGV||||ML|3.1|--|2 km SW Pieve Torina (MC)
19155471|2018-05-03T14:19:09.570000|44.0587|11.7057|5.1|SURVEY-INGV||||ML|3.3|--|4 km SW Tredozio (FC)
19159451|2018-05-03T18:46:04.650000|44.0462|11.725|5.2|BULLETIN-INGV||||ML|3.6|--|4 km SW Tredozio (FC)
19176071|2018-05-04T14:47:38.740000|43.0347|13.0453|9.0|SURVEY-INGV||||ML|3.1|--|1 km SW Pieve Torina (MC)
19181931|2018-05-04T21:36:38.820000|47.8328|7.4777|2.9|SURVEY-INGV||||ML|3.0|--|France [Land]
19243631|2018-05-08T16:24:14.230000|42.8998|13.697|28.0|SURVEY-INGV||||ML|3.2|--|2 km E Appignano del Tronto (AP)
19245151|2018-05-08T17:59:09.870000|43.0327|13.0473|8.7|SURVEY-INGV||||ML|3.0|--|1 km S Pieve Torina (MC)
19267191|2018-05-09T21:48:01.940000|46.3032|13.1048|9.1|BULLETIN-INGV||||ML|3.6|--|1 km S Bordano (UD)
19306011|2018-05-12T09:00:34.690000|43.9892|12.7987|30.7|SURVEY-INGV||||ML|3.1|--|Costa Marchigiana Pesarese (Pesaro-Urbino)
19308341|2018-05-12T11:31:07.300000|37.9843|15.1557|17.8|SURVEY-INGV||||ML|3.1|--|2 km W Fondachelli-Fantina (ME)
19311341|2018-05-12T14:04:50.160000|34.376|14.851|10.0|SURVEY-INGV||||ML|3.0|--|Libya [Sea]
19356911|2018-05-16T14:45:01.600000|39.1487|14.553|362.7|SURVEY-INGV||||ML|3.3|--|Tirreno Meridionale (MARE)
19392021|2018-05-19T11:01:56.710000|37.7065|15.8737|34.3|SURVEY-INGV||||ML|3.0|--|Costa Calabra sud-orientale (Reggio di Calabria)
19395691|2018-05-19T16:41:21.940000|44.8233|9.6822|28.7|BULLETIN-INGV||||Mw|3.9|--|4 km W Gropparello (PC)
19407171|2018-05-20T16:43:40.670000|43.0737|13.0097|6.9|SURVEY-INGV||||ML|3.1|--|3 km W Muccia (MC)
19414851|2018-05-21T08:49:26.510000|43.0822|13.0158|8.4|BULLETIN-INGV||||Mw|3.9|--|2 km W Muccia (MC)
19421991|2018-05-21T12:21:30.420000|36.0047|13.0978|8.5|BULLETIN-INGV||||ML|3.9|--|Canale di Sicilia meridionale (MARE)
19422381|2018-05-21T12:38:35.470000|42.6182|13.3148|13.1|BULLETIN-INGV||||ML|3.4|--|2 km SE Amatrice (RI)
19435431|2018-05-22T05:15:38.590000|37.4073|16.2958|26.0|SURVEY-INGV||||ML|3.3|--|Mar Ionio Meridionale (MARE)
19460051|2018-05-24T04:49:42.000000|37.795|14.976|22.7|SURVEY-INGV-CT||||ML|3.1|--|10 km S Randazzo (CT)
19476081|2018-05-25T10:28:11.000000|37.754|15.086|16.2|SURVEY-INGV-CT||||ML|3.2|--|4 km NW Milo (CT)
19520611|2018-05-28T10:41:25.870000|42.4092|13.2893|9.8|SURVEY-INGV||||ML|3.0|--|3 km S Pizzoli (AQ)
19580761|2018-06-02T07:40:54.000000|37.713|15.111|4.7|SURVEY-INGV-CT||||Mw|3.4|--|1 km SW Milo (CT)
19600821|2018-06-03T23:20:21.440000|42.4928|13.1223|10.1|SURVEY-INGV||||ML|3.1|--|2 km SW Borbona (RI)
19627501|2018-06-06T05:26:57.490000|37.1873|16.0615|11.7|SURVEY-INGV||||ML|3.1|--|Mar Ionio Meridionale (MARE)
19690991|2018-06-11T17:11:38.960000|45.3092|16.1008|62.2|SURVEY-INGV||||ML|3.0|--|Croatia [Land]
19715771|2018-06-13T19:26:50.100000|42.4647|13.5703|5.9|SURVEY-INGV||||ML|3.1|--|7 km S Pietracamela (TE)
19721621|2018-06-14T12:23:19.530000|45.5858|15.4343|2.7|SURVEY-INGV||||ML|3.5|--|Confine Slovenia-Croazia (SLOVENIA, CROAZIA)
19783651|2018-06-20T06:03:32.750000|40.5513|15.0175|322.2|SURVEY-INGV||||ML|3.1|--|7 km SE Battipaglia (SA)
19837021|2018-06-25T05:14:47.269000|36.7348|21.4058|19.1|SURVEY-INGV-A||||Mw|5.3|--|Costa Occidentale Peloponneso (GRECIA)
19846661|2018-06-26T02:19:37.360000|39.3822|16.7433|31.8|SURVEY-INGV||||ML|3.5|--|4 km S Bocchigliero (CS)
