 01/01/13 00    43.309    45.204    61.241
 01/01/13 01    43.185    45.085    60.140
 01/01/13 02    43.161    45.325    60.467
 01/01/13 03    43.103    45.374    60.676
 01/01/13 04    43.213    45.166    59.919
 01/01/13 05    43.053    45.190    60.320
 01/01/13 06    43.132    45.438    59.968
 01/01/13 07    43.077    45.017    60.026
 01/01/13 08    43.038    44.828    60.281
 01/01/13 09    42.911    44.816    59.846
 01/01/13 10    42.851    44.707    60.417
 01/01/13 11    43.155    45.242    60.135
 01/01/13 12    43.177    45.065    60.307
 01/01/13 13    42.955    45.166    60.319
 01/01/13 14    43.099    45.081    60.107
 01/01/13 15    43.117    45.416    60.351
 01/01/13 16    43.084    44.815    60.227
 01/01/13 17    43.179    45.203    60.432
 01/01/13 18    43.200    45.267    60.066
 01/01/13 19    43.170    45.313    60.040
 01/01/13 20    42.887    45.353    59.906
 01/01/13 21    42.872    45.026    60.350
 01/01/13 22    43.073    45.214    60.754
 01/01/13 23    43.284    45.087    60.813
 02/01/13 00    43.400    45.530    61.027
 02/01/13 01    43.605    44.503    61.096
 02/01/13 02    43.889    45.897     0.000
 02/01/13 03    43.877    45.308     0.000
 02/01/13 04    43.787    45.694     0.000
 02/01/13 05    43.632    46.188     0.000
 02/01/13 06    44.095    46.053     0.000
 02/01/13 07    43.853    46.043     0.000
 02/01/13 08    43.973    45.920     0.000
 02/01/13 09    43.766    45.437     0.000
 02/01/13 10    43.838    45.686     0.000
 02/01/13 11    43.875    45.696     0.000
 02/01/13 12    43.673    45.376    61.331
 02/01/13 13    43.634    45.769    61.109
 02/01/13 14    43.338    45.453    60.947
 02/01/13 15    43.486    45.498    60.666
 02/01/13 16    43.149    44.981    60.978
 02/01/13 17    43.494    45.177    61.074
 02/01/13 18    43.488    44.979    61.524
 02/01/13 19    43.681    45.515    61.242
 02/01/13 20    43.816    45.545    61.568
 02/01/13 21    43.823    45.842    61.070
 02/01/13 22    43.615    45.504    61.992
 02/01/13 23    43.853    45.561    61.478
 03/01/13 00    43.639    45.362    61.987
 03/01/13 01    43.831    45.690    61.909
 03/01/13 02    43.784    45.355    61.588
 03/01/13 03    43.772    45.945    61.662
 03/01/13 04    44.052    45.619    61.460
 03/01/13 05    43.792    45.826    61.450
 03/01/13 06    43.801    46.071    61.541
 03/01/13 07    43.798    45.773    62.068
 03/01/13 08    43.758    45.735    61.898
 03/01/13 09    43.892    45.402    61.349
 03/01/13 10    43.931    44.321    61.807
 03/01/13 11    43.833    44.168    61.799
 03/01/13 12    43.959    44.245    61.692
 03/01/13 13    43.735    44.412    61.312
 03/01/13 14    43.520    44.117    61.124
 03/01/13 15    43.269    43.841    60.942
 03/01/13 16    43.123    44.217    61.165
 03/01/13 17    43.452    43.944    61.464
 03/01/13 18    42.953    44.476    60.465
 03/01/13 19    43.194    44.034    61.320
 03/01/13 20    42.960    44.161    60.838
 03/01/13 21    43.269    44.183    61.196
 03/01/13 22    43.201    44.287    61.082
 03/01/13 23    42.745    44.242    61.285
 04/01/13 00    43.169    44.159    60.919
 04/01/13 01    43.192    43.852    61.132
 04/01/13 02    43.191    44.244    61.105
 04/01/13 03    43.166    43.850    61.047
 04/01/13 04    43.084    43.780    60.574
 04/01/13 05    43.036    43.868    60.869
 04/01/13 06    43.182    44.125    61.029
 04/01/13 07    43.266    44.257    61.126
 04/01/13 08    43.136    43.935    60.703
 04/01/13 09    43.099    44.276    61.123
 04/01/13 10    43.165    43.747    60.751
 04/01/13 11    43.050    44.148    61.267
 04/01/13 12    42.962    44.302    60.506
 04/01/13 13    43.105    44.261    60.652
 04/01/13 14    42.771    43.942    60.803
 04/01/13 15    42.829    43.965    60.586
 04/01/13 16    42.894    43.819    60.800
 04/01/13 17    42.729    43.938    60.784
 04/01/13 18    43.029    43.875    61.082
 04/01/13 19    42.650    43.850    60.878
 04/01/13 20    42.740    43.780    61.309
 04/01/13 21    42.719    43.763    61.244
 04/01/13 22    42.655    44.143    60.889
 04/01/13 23    42.659    43.957    60.753
 05/01/13 00    42.703    43.884    60.625
 05/01/13 01    42.696    43.986    60.602
 05/01/13 02    42.782    43.997    60.795
 05/01/13 03    43.044    44.084    60.796
 05/01/13 04    43.219    44.320    61.293
 05/01/13 05    43.251    44.118    61.460
 05/01/13 06    43.023    43.970    61.210
 05/01/13 07    42.864    44.119    61.267
 05/01/13 08    43.278    44.051    61.471
 05/01/13 09    43.234    44.179    61.331
 05/01/13 10    43.029    44.055    61.561
 05/01/13 11    43.026    43.904    60.971
 05/01/13 12    42.953    44.130    61.143
 05/01/13 13    42.721    43.907    60.956
 05/01/13 14    42.466    43.958    61.026
 05/01/13 15    42.770    44.069    60.645
 05/01/13 16    42.629    43.800    60.576
 05/01/13 17    42.605    43.862    60.966
 05/01/13 18    42.736    44.005    61.061
 05/01/13 19    42.751    43.943    60.531
 05/01/13 20    42.847    43.594    61.300
 05/01/13 21    42.872    43.792    60.665
 05/01/13 22    42.812    43.803    61.178
 05/01/13 23    43.185    43.881    61.254
 06/01/13 00    43.112    43.977    60.553
 06/01/13 01    42.855    44.114    60.579
 06/01/13 02    42.883    43.910    60.952
 06/01/13 03    42.958    43.780    61.155
 06/01/13 04    42.736    44.291    61.247
 06/01/13 05    42.940    43.939    61.390
 06/01/13 06    42.969    44.055    61.141
 06/01/13 07    43.286    43.915    61.242
 06/01/13 08    43.025    43.743    61.247
 06/01/13 09    43.123    43.536    61.852
 06/01/13 10    42.943    43.429    61.734
