#EventID|Time|Latitude|Longitude|Depth/Km|Author|Catalog|Contributor|ContributorID|MagType|Magnitude|MagAuthor|EventLocationName
260049|1989-08-27T03:52:55.510000|37.527|20.924|10.0|BULLETIN-VAX||||M|4.1|--|Costa Occidentale Peloponneso (GRECIA)
263219|1989-09-13T21:54:01.450000|45.821|11.17|9.6|BULLETIN-VAX||||Md|4.7|--|6 km NE Vallarsa (TN)
266379|1989-09-24T21:27:56.400000|41.274|19.527|10.0|BULLETIN-VAX||||M|4.1|--|Costa Albanese settentrionale (ALBANIA)
268829|1989-10-06T17:38:27.190000|42.166|15.593|5.0|BULLETIN-VAX||||Md|4.1|--|Costa Garganica (Foggia)
279299|1989-11-17T00:54:18.860000|47.484|11.921|10.0|BULLETIN-VAX||||Md|4.1|--|Confine Austria-Germania (AUSTRIA, GERMANIA)
283129|1989-12-06T05:33:13.740000|43.608|16.893|5.0|BULLETIN-VAX||||M|4.8|--|Croatia [Land]
283549|1989-12-08T17:07:50.800000|37.33|21.087|10.0|BULLETIN-VAX||||M|4.1|--|Costa Occidentale Peloponneso (GRECIA)
285609|1989-12-21T11:22:26.720000|36.638|20.622|10.0|BULLETIN-VAX||||M|4.0|--|Mar Ionio Meridionale (MARE)
285779|1989-12-22T06:48:14.860000|43.022|12.769|23.3|BULLETIN-VAX||||Md|4.0|--|4 km S Valtopina (PG)
285899|1989-12-23T02:56:14.580000|41.148|19.984|10.0|BULLETIN-VAX||||M|4.0|--|Albania
286349|1989-12-26T19:59:57.790000|43.526|7.553|5.0|BULLETIN-VAX||||Md|4.1|--|Costa Ligure Occidentale (Imperia)
290509|1990-01-16T07:14:44.810000|37.129|21.001|10.0|BULLETIN-VAX||||M|4.1|--|Costa Occidentale Peloponneso (GRECIA)
290749|1990-01-17T11:23:31.440000|37.352|21.223|10.0|BULLETIN-VAX||||M|4.0|--|Costa Occidentale Peloponneso (GRECIA)
292519|1990-01-24T04:45:03.420000|39.104|17.025|9.6|BULLETIN-VAX||||ML|4.0|--|6 km E Scandale (KR)
294369|1990-02-01T06:24:15.820000|42.131|15.584|5.0|BULLETIN-VAX||||Md|4.1|--|Costa Garganica (Foggia)
296339|1990-02-11T07:00:36.860000|44.973|7.55|8.6|BULLETIN-VAX||||Md|4.1|--|3 km NE Volvera (TO)
297259|1990-02-18T20:10:50.000000|42.102|16.505|5.0|BULLETIN-VAX||||Md|4.0|--|Adriatico Centrale (MARE)
308329|1990-04-10T03:19:17.550000|38.241|20.458|10.0|BULLETIN-VAX||||M|4.0|--|Costa Greca Ionica (GRECIA)
311829|1990-04-24T16:20:42.760000|42.141|19.138|10.0|BULLETIN-VAX||||M|4.1|--|Costa Montenegro (MONTENEGRO)
311879|1990-04-24T19:30:40.520000|42.083|19.255|10.0|BULLETIN-VAX||||M|4.7|--|Costa Montenegro (MONTENEGRO)
312659|1990-04-26T11:27:42.180000|40.973|19.823|10.0|BULLETIN-VAX||||M|4.7|--|Albania
314539|1990-05-05T07:21:19.510000|40.682|15.848|10.0|BULLETIN-VAX||||Md|5.0|--|6 km NE Potenza (PZ)
314619|1990-05-05T07:38:12.970000|40.679|15.798|5.0|BULLETIN-VAX||||Md|4.4|--|4 km N Potenza (PZ)
317739|1990-05-08T02:08:51.580000|38.74|20.879|10.0|BULLETIN-VAX||||Md|4.0|--|Greece [Sea]
321429|1990-05-14T17:04:24.070000|40.679|19.906|10.0|BULLETIN-VAX||||M|5.2|--|Albania
323109|1990-05-20T05:57:24.600000|37.686|20.908|10.0|BULLETIN-VAX||||M|4.2|--|Costa Occidentale Peloponneso (GRECIA)
323549|1990-05-21T21:20:56.240000|39.976|20.906|10.0|BULLETIN-VAX||||M|4.0|--|Greece [Land]
324609|1990-05-24T17:18:39.330000|37.722|20.876|10.0|BULLETIN-VAX||||M|4.1|--|Costa Greca Ionica (GRECIA)
324629|1990-05-24T18:51:49.550000|37.584|20.952|10.0|BULLETIN-VAX||||M|4.0|--|Costa Occidentale Peloponneso (GRECIA)
327329|1990-06-03T11:39:14.510000|44.656|17.632|10.0|BULLETIN-VAX||||ML|4.5|--|Bosnia and Herz. [Land]
329359|1990-06-16T02:16:20.210000|39.282|20.57|4.0|BULLETIN-VAX||||M|5.4|--|Greece [Land]
329749|1990-06-18T05:10:34.370000|41.334|20.266|5.0|BULLETIN-VAX||||M|4.3|--|Albania
338919|1990-07-31T15:50:54.530000|42.962|17.857|5.0|BULLETIN-VAX||||Md|4.2|--|Bosnia and Herz. [Land]
338979|1990-07-31T23:15:17.730000|42.977|17.856|5.0|BULLETIN-VAX||||Md|4.1|--|Bosnia and Herz. [Land]
339469|1990-08-04T07:29:25.600000|39.231|20.522|10.0|BULLETIN-VAX||||M|5.0|--|Greece [Land]
341119|1990-08-14T22:44:55.070000|35.485|11.552|10.0|BULLETIN-VAX||||Md|4.0|--|Canale di Sicilia meridionale (MARE)
342429|1990-08-24T12:54:41.740000|38.234|20.469|10.0|BULLETIN-VAX||||M|4.0|--|Costa Greca Ionica (GRECIA)
343319|1990-08-27T13:48:42.460000|43.362|17.401|10.0|BULLETIN-VAX||||Md|4.4|--|Bosnia and Herz. [Land]
343599|1990-08-28T19:02:53.700000|40.701|15.876|10.0|BULLETIN-VAX||||Md|4.1|--|5 km NW Vaglio Basilicata (PZ)
344599|1990-09-03T05:35:57.940000|39.541|23.372|10.0|BULLETIN-VAX||||M|4.1|--|Greece [Sea]
344789|1990-09-03T10:48:34.020000|45.915|15.938|10.0|BULLETIN-VAX||||Md|4.5|--|Confine Slovenia-Croazia (SLOVENIA, CROAZIA)
351789|1990-10-11T23:21:13.980000|37.756|19.844|10.0|BULLETIN-VAX||||Md|4.2|--|Mar Ionio Meridionale (MARE)
352039|1990-10-14T16:19:58.440000|37.99|20.212|10.0|BULLETIN-VAX||||Md|4.2|--|Mar Ionio Meridionale (MARE)
354619|1990-10-29T08:16:16.820000|36.401|14.773|5.0|BULLETIN-VAX||||Md|4.0|--|Costa Ragusana (Ragusa)
356699|1990-11-11T22:16:24.740000|46.157|14.083|5.0|BULLETIN-VAX||||Md|4.3|--|Slovenia (SLOVENIA)
361069|1990-11-27T04:37:59.770000|43.821|16.621|10.0|BULLETIN-VAX||||M|5.6|--|Croatia [Land]
361079|1990-11-27T04:51:39.140000|43.86|16.64|10.0|BULLETIN-VAX||||M|5.3|--|Croatia [Land]
361109|1990-11-27T05:31:31.020000|43.864|16.644|10.0|BULLETIN-VAX||||M|4.0|--|Bosnia and Herz. [Land]
361159|1990-11-27T07:49:46.370000|43.829|16.655|10.0|BULLETIN-VAX||||M|4.3|--|Croatia [Land]
361329|1990-11-27T20:52:42.780000|43.846|16.591|10.0|BULLETIN-VAX||||M|4.0|--|Croatia [Land]
361959|1990-11-30T10:14:57.750000|43.835|16.66|10.0|BULLETIN-VAX||||M|4.3|--|Croatia [Land]
362059|1990-12-01T05:42:42.510000|43.442|17.512|10.0|BULLETIN-VAX||||M|4.2|--|Bosnia and Herz. [Land]
362199|1990-12-03T05:51:19.330000|43.872|16.594|10.0|BULLETIN-VAX||||M|4.0|--|Croatia [Land]
362249|1990-12-03T17:41:23.760000|43.833|16.637|10.0|BULLETIN-VAX||||M|4.1|--|Croatia [Land]
363529|1990-12-13T00:24:26.120000|37.195|15.468|5.0|BULLETIN-VAX||||Md|4.7|--|Costa Siracusana (Siracusa)
364609|1990-12-18T20:26:41.260000|42.822|18.024|10.0|BULLETIN-VAX||||M|4.0|--|Bosnia and Herz. [Land]
365149|1990-12-21T13:12:52.140000|39.253|19.865|10.0|BULLETIN-VAX||||M|4.3|--|Costa Greca Ionica (GRECIA)
366599|1991-01-01T03:51:05.930000|43.241|19.011|10.0|BULLETIN-VAX||||M|4.0|--|Montenegro [Land]
367359|1991-01-06T03:51:10.710000|43.216|19.188|10.0|BULLETIN-VAX||||M|4.0|--|Montenegro [Land]
367649|1991-01-07T14:03:45.660000|43.282|19.189|10.0|BULLETIN-VAX||||M|4.1|--|Montenegro [Land]
374229|1991-02-11T15:43:44.520000|44.884|6.696|5.0|BULLETIN-VAX||||Md|4.1|--|Confine Italia-Francia (FRANCIA)
375729|1991-02-19T19:32:03.070000|37.628|20.884|10.0|BULLETIN-VAX||||M|4.5|--|Costa Occidentale Peloponneso (GRECIA)
376479|1991-02-23T06:21:49.830000|40.423|20.388|10.0|BULLETIN-VAX||||M|4.2|--|Albania [Land]
377009|1991-02-25T07:25:58.180000|41.285|20.313|10.0|BULLETIN-VAX||||M|4.0|--|Albania
380379|1991-03-15T13:30:22.640000|39.342|20.557|10.0|BULLETIN-VAX||||M|4.5|--|Greece [Land]
380699|1991-03-17T19:22:13.310000|39.327|20.526|10.0|BULLETIN-VAX||||Md|4.0|--|Greece [Land]
380929|1991-03-19T02:37:07.920000|39.343|20.441|10.0|BULLETIN-VAX||||M|4.8|--|Greece [Land]
380939|1991-03-19T02:51:28.320000|39.296|20.46|10.0|BULLETIN-VAX||||M|4.5|--|Greece [Land]
386759|1991-04-21T08:51:55.540000|37.952|19.949|10.0|BULLETIN-VAX||||M|5.1|--|Mar Ionio Meridionale (MARE)
388379|1991-04-29T09:41:22.070000|43.978|19.921|10.0|BULLETIN-VAX||||ML|4.2|--|Serbia [Land]
393099|1991-05-26T12:26:01.590000|40.675|15.805|5.0|BULLETIN-VAX||||Md|4.5|--|4 km N Potenza (PZ)
396429|1991-06-11T08:05:54.510000|46.236|12.954|5.0|BULLETIN-VAX||||Md|4.1|--|W Vito d'Asio (PN)
397449|1991-06-15T20:58:31.930000|38.773|17.089|5.0|BULLETIN-VAX||||Md|4.0|--|Mar Ionio Settentrionale (MARE)
399509|1991-06-26T11:43:35.320000|38.415|21.09|10.0|BULLETIN-VAX||||M|4.9|--|Costa Greca Ionica (GRECIA)
399859|1991-06-29T00:45:11.770000|37.172|20.717|10.0|BULLETIN-VAX||||M|4.2|--|Mar Ionio Meridionale (MARE)
407839|1991-08-08T07:03:26.720000|41.535|20.956|10.0|BULLETIN-VAX||||M|4.3|--|Macedonia [Land]
408029|1991-08-08T22:46:13.670000|35.722|11.869|10.0|BULLETIN-VAX||||Md|4.2|--|Canale di Sicilia meridionale (MARE)
411779|1991-08-30T17:17:03.310000|39.986|20.692|10.0|BULLETIN-VAX||||M|4.0|--|Greece [Land]
413489|1991-09-08T19:45:24.410000|42.109|18.865|10.0|BULLETIN-VAX||||Md|4.1|--|Costa Montenegro (MONTENEGRO)
417819|1991-10-05T05:14:59.930000|46.209|13.387|10.0|BULLETIN-VAX||||Md|4.2|--|6 km SE Taipana (UD)
422729|1991-10-28T00:21:31.660000|44.234|21.536|10.0|BULLETIN-VAX||||Md|4.1|--|Serbia [Land]
423889|1991-10-31T09:31:18.410000|44.976|10.01|5.0|BULLETIN-VAX||||Md|4.0|--|3 km W Busseto (PR)
426489|1991-11-20T01:54:18.670000|46.737|9.463|5.0|BULLETIN-VAX||||M|5.3|--|Svizzera (SVIZZERA)
431439|1991-12-15T20:00:52.990000|37.557|15.264|10.0|BULLETIN-VAX||||Md|4.3|--|Costa Catanese (Catania)
432999|1991-12-26T23:44:59.670000|41.176|20.262|10.0|BULLETIN-VAX||||M|4.6|--|Albania
437149|1992-01-21T20:16:55.630000|38.349|20.508|5.0|BULLETIN-VAX||||M|4.0|--|Costa Greca Ionica (GRECIA)
437269|1992-01-23T04:24:18.720000|38.494|20.427|10.0|BULLETIN-VAX||||Md|4.5|--|Costa Greca Ionica (GRECIA)
437629|1992-01-25T12:23:20.680000|38.296|20.352|10.0|BULLETIN-VAX||||M|4.1|--|Costa Greca Ionica (GRECIA)
438519|1992-02-01T09:05:19.150000|38.189|20.36|10.0|BULLETIN-VAX||||M|4.4|--|Costa Greca Ionica (GRECIA)
442259|1992-02-21T20:50:33.410000|45.471|14.362|5.0|BULLETIN-VAX||||Md|4.0|--|Confine Slovenia-Croazia (SLOVENIA, CROAZIA)
446689|1992-03-20T02:27:06.790000|38.469|20.448|5.0|BULLETIN-VAX||||M|4.4|--|Costa Greca Ionica (GRECIA)
447829|1992-03-30T19:32:04.160000|41.059|21.023|10.0|BULLETIN-VAX||||M|4.8|--|Macedonia [Land]
447929|1992-03-31T13:20:29.860000|39.995|20.627|10.0|BULLETIN-VAX||||M|4.0|--|Confine Grecia-Albania (GRECIA, ALBANIA)
450879|1992-04-15T21:51:49.750000|41.204|20.902|10.0|BULLETIN-VAX||||M|4.2|--|Macedonia [Land]
451209|1992-04-18T07:20:43.650000|37.336|20.992|10.0|BULLETIN-VAX||||M|4.1|--|Costa Occidentale Peloponneso (GRECIA)
451869|1992-04-21T22:28:05.490000|43.214|18.13|10.0|BULLETIN-VAX||||M|4.3|--|Bosnia and Herz. [Land]
452649|1992-04-25T12:46:15.690000|38.564|15.014|244.1|BULLETIN-VAX||||Md|4.3|--|Isole Eolie (Messina)
453279|1992-04-28T22:40:03.590000|43.662|17.793|10.0|BULLETIN-VAX||||M|4.0|--|Bosnia and Herz. [Land]
454869|1992-05-06T13:53:01.570000|39.332|20.447|10.0|BULLETIN-VAX||||M|4.1|--|Greece [Land]
455149|1992-05-08T05:15:50.880000|40.03|19.809|10.0|BULLETIN-VAX||||M|4.6|--|Costa Albanese meridionale (ALBANIA)
455189|1992-05-08T06:44:41.500000|47.27|9.471|10.0|BULLETIN-VAX||||Md|4.5|--|Confine Austria-Svizzera (AUSTRIA, SVIZZERA)
456959|1992-05-15T00:43:44.400000|47.259|9.438|5.0|BULLETIN-VAX||||Md|4.0|--|Confine Austria-Svizzera (AUSTRIA, SVIZZERA)
459219|1992-05-24T06:44:51.250000|38.984|20.064|10.0|BULLETIN-VAX||||M|4.3|--|Costa Greca Ionica (GRECIA)
465469|1992-06-16T23:48:54.990000|39.552|20.008|10.0|BULLETIN-VAX||||M|4.2|--|Confine Grecia-Albania (GRECIA, ALBANIA)
467939|1992-06-30T10:37:16.340000|41.805|20.697|10.0|BULLETIN-VAX||||M|4.3|--|Macedonia [Land]
471419|1992-07-16T05:38:55.170000|42.344|14.223|5.0|BULLETIN-VAX||||Md|4.0|--|2 km NW Villamagna (CH)
472669|1992-07-23T20:12:48.750000|39.791|24.093|10.0|BULLETIN-VAX||||Md|4.4|--|Greece [Sea]
477419|1992-08-13T04:52:31.690000|40.917|20.923|5.0|BULLETIN-VAX||||M|4.6|--|Macedonia [Land]
477939|1992-08-18T03:05:05.560000|38.164|20.711|11.7|BULLETIN-VAX||||M|4.1|--|Costa Greca Ionica (GRECIA)
478539|1992-08-22T22:42:03.930000|43.578|17.425|10.0|BULLETIN-VAX||||M|4.0|--|Bosnia and Herz. [Land]
479089|1992-08-26T15:07:44.370000|39.066|20.402|10.0|BULLETIN-VAX||||M|4.5|--|Costa Greca Ionica (GRECIA)
479509|1992-08-28T13:05:39.340000|39.58|15.43|6.6|BULLETIN-VAX||||Md|4.1|--|Tirreno Meridionale (MARE)
481469|1992-09-11T17:20:32.280000|34.401|14.516|10.0|BULLETIN-VAX||||Md|4.2|--|Libya [Sea]
486579|1992-10-22T19:07:11.800000|37.913|20.933|10.0|BULLETIN-VAX||||Md|4.1|--|Costa Greca Ionica (GRECIA)
487569|1992-10-30T05:38:28.450000|42.38|19.123|10.0|BULLETIN-VAX||||M|4.7|--|Montenegro [Land]
488899|1992-11-10T22:14:58.240000|38.841|20.655|10.0|BULLETIN-VAX||||M|4.4|--|Costa Greca Ionica (GRECIA)
489859|1992-11-23T00:42:17.380000|43.508|17.057|10.0|BULLETIN-VAX||||M|4.0|--|Croatia [Land]
490149|1992-11-25T04:25:32.660000|37.367|20.597|10.0|BULLETIN-VAX||||M|4.1|--|Mar Ionio Meridionale (MARE)
495469|1993-01-03T07:15:51.810000|39.225|20.726|10.0|BULLETIN-VAX||||M|4.3|--|Greece [Land]
496239|1993-01-08T12:50:27.810000|42.327|18.827|5.0|BULLETIN-VAX||||M|4.3|--|Costa Montenegro (MONTENEGRO)
496389|1993-01-09T05:29:49.510000|38.14|21.26|10.0|BULLETIN-VAX||||M|4.0|--|Costa Greca Ionica (GRECIA)
496489|1993-01-09T23:05:17.030000|37.81|20.371|10.0|BULLETIN-VAX||||M|4.4|--|Mar Ionio Meridionale (MARE)
498219|1993-01-17T10:51:24.250000|43.62|12.225|5.0|BULLETIN-VAX||||Md|4.0|--|7 km SW Borgo Pace (PU)
510649|1993-03-17T15:23:07.460000|42.769|18.01|10.0|BULLETIN-VAX||||M|4.1|--|Costa Croata meridionale (CROAZIA)
524609|1993-06-01T19:51:09.720000|46.318|16.668|10.0|BULLETIN-VAX||||ML|4.4|--|V3 Slovenia Sud-Est (SLOVENIA, UNGHERIA, CROAZIA)
525119|1993-06-04T03:24:29.840000|38.82|20.49|10.0|BULLETIN-VAX||||M|4.4|--|Costa Greca Ionica (GRECIA)
525369|1993-06-04T21:09:07.150000|37.578|20.897|10.0|BULLETIN-VAX||||M|4.0|--|Costa Occidentale Peloponneso (GRECIA)
525399|1993-06-04T21:36:52.620000|43.138|12.671|5.0|BULLETIN-VAX||||Md|4.1|--|6 km E Valfabbrica (PG)
525679|1993-06-05T15:40:51.700000|37.654|20.805|10.0|BULLETIN-VAX||||M|4.3|--|Costa Greca Ionica (GRECIA)
525699|1993-06-05T19:16:18.420000|43.152|12.666|5.0|BULLETIN-VAX||||Md|4.4|--|5 km E Valfabbrica (PG)
528049|1993-06-13T23:26:42.580000|39.394|20.46|10.0|BULLETIN-VAX||||M|5.4|--|Greece [Land]
529609|1993-06-19T04:49:35.660000|42.231|19.64|10.0|BULLETIN-VAX||||M|4.1|--|Albania [Land]
531899|1993-06-26T17:47:54.000000|37.919|14.212|5.0|BULLETIN-VAX||||Md|4.4|--|2 km E San Mauro Castelverde (PA)
535299|1993-06-27T19:14:44.730000|43.81|16.997|10.0|BULLETIN-VAX||||M|4.0|--|Bosnia and Herz. [Land]
541429|1993-07-10T08:59:10.250000|47.357|10.107|10.0|BULLETIN-VAX||||M|4.2|--|Confine Austria-Germania (AUSTRIA, GERMANIA)
544639|1993-07-17T10:35:00.080000|44.147|8.29|6.6|BULLETIN-VAX||||Md|4.2|--|Costa Ligure centro-occidentale (Savona)
547729|1993-07-27T11:00:33.820000|39.47|20.465|10.0|BULLETIN-VAX||||M|4.0|--|Greece [Land]
549309|1993-08-01T05:14:20.390000|39.76|20.645|10.0|BULLETIN-VAX||||M|4.0|--|Greece [Land]
550689|1993-08-06T01:25:42.230000|39.616|20.163|10.0|BULLETIN-VAX||||M|4.3|--|Confine Grecia-Albania (GRECIA, ALBANIA)
553429|1993-08-17T16:26:06.870000|40.093|20.39|10.0|BULLETIN-VAX||||M|4.0|--|Confine Grecia-Albania (GRECIA, ALBANIA)
553539|1993-08-18T11:48:35.650000|44.61|17.678|10.0|BULLETIN-VAX||||M|4.2|--|Bosnia and Herz. [Land]
557709|1993-09-10T13:33:21.410000|38.622|20.454|10.0|BULLETIN-VAX||||M|4.0|--|Costa Greca Ionica (GRECIA)
560279|1993-09-26T07:53:25.410000|37.723|20.798|5.0|BULLETIN-VAX||||Md|4.1|--|Costa Greca Ionica (GRECIA)
560929|1993-10-01T04:13:11.600000|43.315|17.581|10.0|BULLETIN-VAX||||M|4.2|--|Bosnia and Herz. [Land]
573429|1993-12-05T01:30:58.670000|41.956|19.338|10.0|BULLETIN-VAX||||Md|4.0|--|Costa Montenegro (MONTENEGRO)
577939|1994-01-05T13:24:05.130000|39.064|15.225|339.5|BULLETIN-VAX||||Md|4.8|--|Tirreno Meridionale (MARE)
578809|1994-01-11T07:22:53.710000|36.051|21.8|10.0|BULLETIN-VAX||||Md|4.6|--|Mar Ionio Meridionale (MARE)
578819|1994-01-11T08:59:52.170000|35.983|21.802|10.0|BULLETIN-VAX||||Md|4.2|--|Greece [Sea]
582409|1994-02-03T18:52:53.300000|39.793|20.623|10.0|BULLETIN-VAX||||M|4.1|--|Greece [Land]
582819|1994-02-06T06:00:10.080000|43.62|16.829|10.0|BULLETIN-VAX||||M|4.1|--|Croatia [Land]
584129|1994-02-13T10:15:56.460000|42.786|19.381|10.0|BULLETIN-VAX||||M|4.3|--|Montenegro [Land]
586639|1994-02-25T02:30:51.760000|38.988|20.549|10.0|BULLETIN-VAX||||M|5.3|--|Costa Greca Ionica (GRECIA)
586769|1994-02-25T16:03:07.700000|43.637|16.638|10.0|BULLETIN-VAX||||M|4.5|--|Croatia [Land]
587599|1994-02-27T22:34:56.370000|38.896|20.533|10.0|BULLETIN-VAX||||M|4.3|--|Costa Greca Ionica (GRECIA)
589719|1994-03-12T03:32:44.670000|41.096|20.098|10.0|BULLETIN-VAX||||M|4.0|--|Albania
591289|1994-03-21T21:40:59.640000|39.674|15.726|289.8|BULLETIN-VAX||||Md|4.1|--|Costa Calabra nord-occidentale (Cosenza)
592089|1994-03-26T00:41:19.280000|38.883|16.739|23.9|BULLETIN-VAX||||Md|4.2|--|2 km S Sellia Marina (CZ)
595269|1994-04-16T23:09:34.710000|37.413|20.59|10.0|BULLETIN-VAX||||M|5.3|--|Mar Ionio Meridionale (MARE)
596699|1994-04-22T20:03:56.500000|45.126|14.956|5.0|BULLETIN-VAX||||M|4.0|--|Costa Croata Settentrionale (CROAZIA)
598269|1994-04-30T22:07:03.080000|39.479|19.905|10.0|BULLETIN-VAX||||M|4.1|--|Confine Grecia-Albania (GRECIA, ALBANIA)
602599|1994-05-14T15:27:06.050000|37.8|19.873|10.0|BULLETIN-VAX||||M|4.5|--|Mar Ionio Meridionale (MARE)
606709|1994-05-30T23:24:15.200000|40.102|19.753|10.0|BULLETIN-VAX||||M|4.3|--|Costa Albanese meridionale (ALBANIA)
607479|1994-06-02T17:38:15.190000|42.439|13.211|5.0|BULLETIN-VAX||||Md|4.0|--|3 km SW Cagnano Amiterno (AQ)
622039|1994-08-06T13:32:17.980000|39.398|20.33|10.0|BULLETIN-VAX||||M|4.1|--|Greece [Land]
622239|1994-08-07T06:31:12.460000|41.949|13.371|5.0|BULLETIN-VAX||||Md|4.0|--|3 km SW Capistrello (AQ)
623009|1994-08-09T21:29:27.550000|36.279|12.908|5.0|BULLETIN-VAX||||Md|4.3|--|Canale di Sicilia meridionale (MARE)
627239|1994-09-01T16:12:46.500000|41.061|20.86|10.0|BULLETIN-VAX||||Md|4.4|--|Macedonia [Land]
639059|1994-11-08T08:11:48.160000|40.771|20.914|10.0|BULLETIN-VAX||||M|4.1|--|Confine Grecia-Albania (GRECIA, ALBANIA)
644049|1994-11-29T14:30:31.010000|38.842|20.525|10.0|BULLETIN-VAX||||M|4.9|--|Costa Greca Ionica (GRECIA)
647469|1994-12-14T08:55:59.210000|45.974|6.348|5.0|BULLETIN-VAX||||Md|4.0|--|France
674479|1995-05-22T12:50:32.670000|45.611|14.263|10.0|BULLETIN-VAX||||Md|4.1|--|Slovenia (SLOVENIA)
676929|1995-05-29T06:52:28.560000|37.871|12.16|5.0|BULLETIN-VAX||||Md|4.3|--|Isole Egadi (Trapani)
677299|1995-05-29T20:44:24.340000|40.238|16.1|5.0|BULLETIN-VAX||||Md|4.0|--|4 km E San Martino d'Agri (PZ)
687369|1995-07-15T06:45:25.630000|42.724|17.448|10.0|BULLETIN-VAX||||M|5.0|--|Costa Croata meridionale (CROAZIA)
688709|1995-07-23T18:44:23.190000|38.502|14.638|5.0|BULLETIN-VAX||||Md|4.4|--|Isole Eolie (Messina)
692319|1995-08-08T07:53:44.310000|39.687|16.492|5.4|BULLETIN-VAX||||Md|4.0|--|10 km N Corigliano Calabro (CS)
692919|1995-08-10T00:41:08.320000|42.52|19.939|10.0|BULLETIN-VAX||||M|4.0|--|Montenegro [Land]
695799|1995-08-24T17:27:33.460000|44.108|10.726|5.0|BULLETIN-VAX||||Md|4.2|--|3 km W Cutigliano (PT)
696329|1995-08-27T19:42:14.450000|38.256|15.194|10.3|BULLETIN-VAX||||Md|4.0|--|Costa Siciliana nord-orientale (Messina)
702249|1995-09-28T23:44:44.630000|42.57|18.127|10.0|BULLETIN-VAX||||M|5.0|--|Costa Croata meridionale (CROAZIA)
702499|1995-09-30T10:14:34.260000|41.803|15.903|22.1|BULLETIN-VAX||||Md|4.4|--|6 km SE Carpino (FG)
706209|1995-10-10T06:54:22.880000|44.126|10.01|5.0|BULLETIN-VAX||||Md|4.6|--|1 km SW Fosdinovo (MS)
712879|1995-11-03T03:51:17.130000|37.27|20.654|10.0|BULLETIN-VAX||||ML|4.5|--|Mar Ionio Meridionale (MARE)
717649|1995-12-05T01:01:05.280000|43.301|15.058|10.0|BULLETIN-VAX||||Md|4.0|--|Adriatico Centrale (MARE)
722989|1995-12-31T21:29:47.560000|44.512|10.618|6.1|BULLETIN-VAX||||Md|4.0|--|2 km NE Baiso (RE)
732909|1996-02-27T11:13:46.120000|46.304|12.665|5.0|BULLETIN-VAX||||Md|4.1|--|10 km W Tramonti di Sopra (PN)
737909|1996-04-03T13:04:35.450000|40.687|15.53|5.0|BULLETIN-VAX||||Md|4.5|--|4 km NE Balvano (PZ)
741879|1996-04-13T13:00:22.800000|46.319|12.627|5.0|BULLETIN-VAX||||Md|4.3|--|9 km SW Forni di Sotto (UD)
749639|1996-05-26T21:44:18.460000|38.09|20.474|10.0|BULLETIN-VAX||||M|4.2|--|Costa Greca Ionica (GRECIA)
751499|1996-06-06T16:25:38.610000|37.54|20.986|10.0|BULLETIN-VAX||||Md|4.5|--|Costa Occidentale Peloponneso (GRECIA)
767959|1996-09-05T20:44:09.930000|42.756|18.165|10.0|BULLETIN-VAX||||ML|4.9|--|Bosnia and Herz. [Land]
774689|1996-10-15T09:56:00.700000|44.797|10.662|5.0|BULLETIN-VAX||||Md|4.6|--|4 km N Bagnolo in Piano (RE)
777559|1996-10-20T19:06:56.650000|42.559|13.164|5.0|BULLETIN-VAX||||Md|4.0|--|6 km NE Borbona (RI)
787789|1996-12-21T08:45:42.370000|39.828|13.16|618.9|BULLETIN-VAX||||Md|4.0|--|Tirreno Meridionale (MARE)
789209|1997-01-02T15:22:25.530000|37.497|20.394|10.0|BULLETIN-VAX||||ML|4.0|--|Mar Ionio Meridionale (MARE)
790149|1997-01-12T12:10:48.730000|40.81|20.284|10.0|BULLETIN-VAX||||ML|4.5|--|Albania [Land]
800589|1997-03-19T23:10:49.210000|41.382|14.629|9.5|BULLETIN-VAX||||Md|4.1|--|3 km W Sassinoro (BN)
803139|1997-03-30T12:57:41.170000|37.492|20.132|10.0|BULLETIN-VAX||||ML|4.1|--|Mar Ionio Meridionale (MARE)
813279|1997-05-12T13:50:15.880000|42.805|12.597|5.0|BULLETIN-VAX||||Md|4.6|--|4 km SE Giano dell'Umbria (PG)
821979|1997-06-03T01:13:36.650000|39.979|20.805|10.0|BULLETIN-VAX||||ML|4.1|--|Greece [Land]
843039|1997-09-03T22:07:30.300000|43.059|12.841|5.0|BULLETIN-VAX||||Md|4.4|--|7 km E Valtopina (PG)
848119|1997-09-26T00:33:11.750000|43.018|12.913|7.9|BULLETIN-VAX||||ML|5.6|--|7 km SW Serravalle di Chienti (MC)
849549|1997-09-26T09:40:24.950000|43.024|12.926|5.5|BULLETIN-VAX||||ML|5.8|--|6 km SW Serravalle di Chienti (MC)
852409|1997-09-27T08:08:06.890000|43.09|12.842|7.3|BULLETIN-VAX||||ML|4.3|--|5 km SE Nocera Umbra (PG)
853159|1997-09-27T17:13:02.070000|43.019|12.901|4.6|BULLETIN-VAX||||ML|4.0|--|7 km SW Serravalle di Chienti (MC)
853319|1997-09-27T19:56:41.730000|43.035|12.936|5.0|BULLETIN-VAX||||ML|4.0|--|4 km SW Serravalle di Chienti (MC)
862089|1997-10-02T10:59:55.430000|43.087|12.835|9.6|BULLETIN-VAX||||Md|4.0|--|5 km SE Nocera Umbra (PG)
