 01/01/12 00    47.513    47.848    70.158
 01/01/12 01    47.899    47.202    70.014
 01/01/12 02    47.848    47.091    70.335
 01/01/12 03    47.775    48.126    70.394
 01/01/12 04    47.802    48.068    70.830
 01/01/12 05    48.028    47.353    71.083
 01/01/12 06    47.970    48.035    70.768
 01/01/12 07    48.134    49.205    70.823
 01/01/12 08    48.318    48.283    71.859
 01/01/12 09    49.023    48.702    72.084
 01/01/12 10    49.184    50.035    72.765
 01/01/12 11    49.053    49.848    73.249
 01/01/12 12    48.805    49.421    72.447
 01/01/12 13    48.524    48.307    71.411
 01/01/12 14    48.376    47.925    71.240
 01/01/12 15    47.998    48.157    70.885
 01/01/12 16    48.008    48.034    70.547
 01/01/12 17    47.714    48.493    70.686
 01/01/12 18    47.859    47.824    70.418
 01/01/12 19    47.369    47.860    70.364
 01/01/12 20    47.284    47.565    69.890
 01/01/12 21    47.041    47.710    69.466
 01/01/12 22    46.870    47.375    69.466
 01/01/12 23    46.945    46.962    70.036
 02/01/12 00    46.695    48.102    70.331
 02/01/12 01    46.946    47.293    69.678
 02/01/12 02    46.840    46.602    70.070
 02/01/12 03    46.757    47.934    70.034
 02/01/12 04    46.942    47.579    69.619
 02/01/12 05    46.780    47.624    69.451
 02/01/12 06    46.773    47.354    69.859
 02/01/12 07    46.682    47.290    69.452
 02/01/12 08    46.903    47.866    69.738
 02/01/12 09    46.805    46.627    69.977
 02/01/12 10    46.992    47.134    69.695
 02/01/12 11    46.794    46.711    70.087
 02/01/12 12    46.715    47.166    69.902
 02/01/12 13    46.738    46.604    69.256
 02/01/12 14    46.862    47.405    69.503
 02/01/12 15    46.296    47.252    69.181
 02/01/12 16    45.598    46.831    68.139
 02/01/12 17    45.007    45.390    67.031
 02/01/12 18    44.073    45.463    65.377
 02/01/12 19    43.118    44.208    64.433
 02/01/12 20    42.446    44.784    63.410
 02/01/12 21    41.965    43.826    62.877
 02/01/12 22    41.669    44.891    62.279
 02/01/12 23    41.408    42.862    61.640
